Author,PublishedAt,Comment,Likes
@ganden1991,2024-02-15T17:46:46Z,Yang Jadi presiden Prabowo juga...,0
@bugistarrmusic5813,2024-02-15T17:45:04Z,So ???,0
@Banghabibchanel,2024-02-15T17:44:44Z,"Lagu damai viral <br><br><a href=""https://www.youtube.com/watch?v=kozxYwYJVSA"">https://youtu.be/kozxYwYJVSA?si=8k9Vhnuwlg_mvUkL</a>",0
@gideonz_project3904,2024-02-15T17:43:30Z,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
@opiegumilar3118,2024-02-15T17:42:56Z,"RIP demokrasi, Indonesia menuju jaman kegelapan untuk tahun2 ke depan",1
@fajardoa4780,2024-02-15T17:40:48Z,Multimedia nya kelasss🤘🤘,0
@muhammadnurzaky2250,2024-02-15T17:40:43Z,FILM GA BERMANFAAT APAAN INI YANG VALID VALID AJA BOS KALAU BIKIN VIDEO MAH GAUSAH MENJELEKAN SATU PASLON AJA DARI DULU JUGA POLITIK DINASTI JAMAN NYA SOEKARNO HADUH,1
@yuliusleonardo5980,2024-02-15T17:40:30Z,"Trus maunya gimana ? Golput &quot;diharamkan&quot;, mau nyoblos , pada sibuk teriak soal kecurangan... atau jangan2 film ini juga bagian dari intrik politik..",0
@dwimohama5372,2024-02-15T17:40:23Z,Kurang banyak film nya,0
@CantikaAishiHilwa,2024-02-15T17:39:59Z,Semoga selalu ada dalam lindungan allah 🥹🙌,2
@O-Project,2024-02-15T17:39:48Z,Ah bosen,0
@antoprabowo3756,2024-02-15T17:39:28Z,"Megawati yang merancang selama 10 Tahun, Pak Jokowi yang memainkan. setelah Pak Jokowi angkat Kaki, Megawati panik ketar ketir sampai blunder dengan arogansinya.",0
@halomoangultom,2024-02-15T17:38:57Z,"Film ini tujuan utamanya sy lihat <b>Provokasi yg berdalih Edukasi</b> yg momentum penayangan nya sangat tepat - dekat dgn hari pen coblosan kertas suara. Agr masy yg kecewa krn Capresnya kalah <b>akan merasa kekalahan capresnys ad krn Permainan curang</b> spt yg di film  <b>(menjadi Trigger)</b>  .hal ini sangat di inginkan oleh pihak/Kelompok barisan sakit hati  yg Organisasi nya telah dinyatakan Terlarang oleh Pemerintah. diperkirakan ribuan sdh terpengaruh <b>pok Radikal tsb sdh merembes ke berbagai Elemen masy</b> . Contohnya : ketik di Youtube :  9 dosen IPB jadi tersangka Perakitan bom. <br># Kalau bicara Profesional, salah satu prinsipnya ad <b>Pro Porsional</b> . Contoh : Kalau itu Kss. Tindak Pidana = Porsinya Polisi<br>Kalau Ttg Pelanggaran Pemilu = itu Porsinya Bawaslu plus Polisi (Gakkumdu) <br>Kalau luka/serangan jantung = ini Porsinya Org Medis.<br><b>Kalau kau urusi yg bukan urusan mu = itu namanya kalian pattang sobilak</b> (Sok Hebat). Sama seperti dosen yg ditangkap itu <b>seharusnya mereka kan mengajar mata kuliah</b> - tapi mereka sambil juga merakit bom. <b>(mengerjakan pesanan)</b> .",2
@b1k272,2024-02-15T17:38:39Z,908L0K,0
@jackofficial2668,2024-02-15T17:37:17Z,"Sudah..sudah.. usaha kalian semua patut di apresiasi. 👍<br>Sekarang saatnya utk ttp hidup, perjalanan masih panjang. Terus berjuang. Presiden sudah Prabowo. Kalian ga bisa bikin apa&quot;. Hormati dan jalani hidup.",18
@anorachannel4537,2024-02-15T17:36:39Z,Kasian deh loooo....sori ye......😅😅😅,0
@ptsinarnusaindonesiasemara4997,2024-02-15T17:35:28Z,Udah bikin film tetap aja kalah 😂,0
@santuyaja1970,2024-02-15T17:33:33Z,Ini beneran ga fillm nya yg lagi rame tu?,0
@YudhaNopandra-le4qi,2024-02-15T17:32:56Z,Filmnya bobrok.tujuan film ini untuk menjatohkan .tapi gak berhasil .,0
@Watch-Youtube_ilove,2024-02-15T17:32:34Z,Sangat di sayangkan..Buah pembangunan yg manis selama 10 thn terakhir ini pa jokowi serahkan kepada geng yg selama 32 tahun Menguras habis kekayaan Bumi Indonesia..Tragis😢😢😢,0
@TiaraNov-x3f,2024-02-15T17:31:45Z,Oke gas oke gas no 2 paling passss❤,0
@AlexWardana,2024-02-15T17:31:37Z,Ketika masa tenang bikin film beginian? Kurang kotor apa lagi coba?,0
@aldicardi7586,2024-02-15T17:31:09Z,alhamdulillah pemerintah ga mentakedown vidio nya❤❤,0
@hasankacong1970,2024-02-15T17:30:52Z,Trending 1 woyy,0
@fahrizanalghofiki9743,2024-02-15T17:30:22Z,Bacot,0
@andikafirmansyah834,2024-02-15T17:29:58Z,Komentar mahasiswa?? Saya cuma lulusan SMK...😢 dah punya anak..andai waktu balik 5 tahun dulu..,0
@anorachannel4537,2024-02-15T17:29:57Z,"Inilah yang di kata ILMU mengalahkan &quot;AKAL SEHAT ( ADAB )😂😂😂<br>Punya ilmu tapi tidak punya akal sehat ( adab )<br>Kalian ber3 terlalu lama dilahirkan ke DUNIA, seharusnya mereka di lahir duluuu....duluuuu sekali, harusnya di lahirkan pada tahun 1903",1
@TheMeg717,2024-02-15T17:29:53Z,Sekarang baru tau kenapa Prabowo ngotot makan siang gratis. Rupanya memang dia berhutang budi ke &quot;makan siang&quot; jeda sidang MK 😂,0
@hasankacong1970,2024-02-15T17:29:43Z,Trending lah mna ini,0
@yoyodidin1860,2024-02-15T17:28:27Z,NoNTON nya Malah Ngantuk 😴😴,0
@18ajaaa4,2024-02-15T17:27:32Z,Dsini jelas terlihat semua ✌🏻✌🏻👍,0
@davidriosijabat7459,2024-02-15T17:27:21Z,Terimakasih orang-orang baik yang telah menyuarakan seperti ini. Tapi saya tetap pilih 02,0
@yuhuu15,2024-02-15T17:26:09Z,Anggap saja ini juga film kampanye,0
@MuhamadSaleh-x1w,2024-02-15T17:24:59Z,"Closing Statement - nya &quot; Tapi sebenarnya ini bukan rencana atau desain yang hebat-hebat amat, skenario ini dilakukan oleh rezim-rezim sebelumnya, di banyak negara, dan sepanjang sejarah, karena itu untuk menyusun dan menjalankan skenario kotor seperti ini, TAK PERLU KEPINTARAN  dan KECERDASAN,  yang diperlukan cuma dua,  MENTAL CULAS dan TAHAN MALU!!!&quot;",0
@M3G4TRON_,2024-02-15T17:23:54Z,Anis seharusnya jdi presiden 🥹🥹,0
@siscayunita8173,2024-02-15T17:23:09Z,"Udah kalah ya kalah aja..jd mau gimana lagi cara pemilihan presiden,kalau setiap pemilu d bilang curang???",0
@mhtehnikmh,2024-02-15T17:22:49Z,Sorii ye,0
@ariesrahmat6056,2024-02-15T17:21:26Z,Wawancara Puan tentang mas Gibran masuk cawapres aja gak di tayangkan? WOILAHHHH EMANG BERAT SEBELAH.. SAMA AJA LU PADA PAKAR HUKUM BADUT,0
@Hepiending,2024-02-15T17:21:19Z,"Bener bgt,pantas perangkat desa mengarahkan k Paslon no 2😮",0
@lukabernegara5113,2024-02-15T17:20:42Z,"&quot;Untuk menyusun dan menjalankan skenario kotor seperti,ini tidak perlu kepintaran atau kecerdasan!<br>Yang diperlukan cuma dua,MENTAL CULAS DAN TAHAN MALU!!!&quot;",0
@regisp28,2024-02-15T17:19:22Z,"Baru sempat nonton Dirty Vote. Luar biasa, terimakasih sudah membuka pikiran dan wawasan. Semoga kedepannya untuk para ahli dijauhkan dari segala hal yang tidak baik. Siapapun yang terpilih, tetap untuk indonesia yang lebih baik.",138
@mas2994,2024-02-15T17:18:39Z,"&quot;film ini netral&quot;, tapi ada salam 4 jari di <a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=7001"">1:56:41</a> ✌️",2
@BerlianaTyas,2024-02-15T17:17:54Z,Film menghibur tapi kenyataan rakyat banyak yang memilih 02 karena pribadi paslon.bravo pragib,2
@taufikhidayat5618,2024-02-15T17:16:35Z,entah itu kepentingan politik atau dedikasi untuk demokrasi. fakta yg valid yg ditampilkan harus kita apresiasi.,0
@indosiar1606,2024-02-15T17:16:13Z,"Versi: 15 Feb 2024 <a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=84625"">23:30:25</a> Progress: 382963 dari 823236 TPS (46.52%).. [01. AMIN 25.14%] [02. PRAGIB  56.87%] [03. GAMA 17.99%].. Kalian yang komen nyinyir sampe mampus-pun nggak ngaruh.. udahlah🤣🤣",0
@NalarKu,2024-02-15T17:15:12Z,"TOP BANGET, banyak ilmu yg dapat diambil.🙏",0
@dayatfiradi7579,2024-02-15T17:15:12Z,Saya mah dari dulu sudah paham bos qqqq......     .   Surat suara bisa di beli ke pak kades,0
@kriveez,2024-02-15T17:12:29Z,bokep,1
@taufik2001-s6m,2024-02-15T17:12:12Z,"Gw paham si mksdnya film ini adalah menegaskan isu media yakni dinasti jokowi dodo, biar rakyat yang menilai",0
@unboxingapapun6192,2024-02-15T17:12:05Z,"Aku coba survei beberapa teman  dimana 90% memilih 02.. aku tanya tentang film ini ternyata mereka semua menganggap ini film penyesatan, yg membuatku miris adalah mereka bilang begitu tapi sama sekali tidak menonton film ini 😮‍💨😮‍💨😮‍💨<br>Gimana demokrasi negara ini sehat, lhawong orang2 berpendidikan dan melek teknologi disekitarku saja berperilaku seperti itu..😭😭",0
@RizYoungmin,2024-02-15T17:11:23Z,ga ngaruh wir,0
@keluargabahagiadelisha,2024-02-15T17:11:05Z,"Sumpah, udah capek bgt sama gaya politik indonesia sejak 10 tahun lalu. Apa masih layak negeri ini menganut sistem Republik? Dimana yg benar dianggap berbahaya, yg pintar diasingkan bahkan difitnah dgn pemberitaan² buruk, sedangkan yg bermasalah malah diberi panggung? <br>Saat ini apakah rakyat yg mesti diselamatkan atau Negara yg mesti diselamatkan?",1
@sinar6006,2024-02-15T17:10:40Z,Saya menonton tapi tidak melihat apapun kecuali tendensi untuk  memenangan kan selain 02,0
@baguswooten2904,2024-02-15T17:09:58Z,May Allah bless and protect them always,0
@BangHanif01,2024-02-15T17:09:18Z,Bnyak kli pun film nya,0
@winardiwinardi8746,2024-02-15T17:08:47Z,Gokil sih point ada di penunjukan pj gubernur seluruh indonesia utk memenuhi 20 provinsi,0
@toimvanhou4348,2024-02-15T17:07:57Z,Taiiiii…. Kalah ya kalah aja gak usah bacot,1
@hongihinga391,2024-02-15T17:06:58Z,Buka mata buka hati negara kita sekarang tidak baik baik sajah.,0
@restupratama-qc3io,2024-02-15T17:06:55Z,nggak ngaruh tetep 02 56% telak,3
@sahabatakhirjaman3684,2024-02-15T17:06:48Z,"Sedikit saran,Lain kali buat film kaya gini jangan bawa-bawa anggota partai,😂 biar real aktivis nya😅 lucu aktivis tapi masih di lingkungan partai, aktivis tu di lingkungan netral, kalau kaya pemeran atau yang ambil bagian dari film ini ada banyak anggota partai, kesannya bukan mengedukasi tapi memperkeruh suasana, ga jauh beda sama provokator",1
@jhonijhoe3266,2024-02-15T17:06:22Z,Andaikan para pembicara yg ada di film ini netral..keren sekali film ini.😊😊,6
@blackhorse6963,2024-02-15T17:06:20Z,"Susah payah membangun demokrasi, di era ini lah hancurnya demokrasi",0
@carophistely7529,2024-02-15T17:05:30Z,"Terlepas dari yang terjadi, harus diakui bahwa Mr. J adalah jenius master of the game. <br>Baru kali ini saya lihat orang yang bisa merekrut lawan lama menjadi kawan dalam koalisi dengan beraneka ragam partai, mengatur semua dan tetap tampak wangi, dan berhasil mempecundangi bos dengan sukses.<br>Tidak ada dalam sejarah Indonesia, presiden sejenius ini yang bisa melakukan semua trik tanpa kekerasan militer.<br>Kudo, karena pemenangnya terbukti paslon 2, saya titip saja supaya kejeniusannya bisa juga digunakan untuk  kebaikan.<br>Tolong juga secerdik ini untuk kepentingan bangsa nanti di dunia internasional.<br>Dan mohon juga secerdik ini ketika tiba waktunya bagi-bagi kue setelah menang, jangan sampai terjadi gejolak atau rusuh yang membahayakan rakyat dan negara",6
@Aloha9999e,2024-02-15T17:04:59Z,SORRYYYY YEEEEEE 😂😂😂😂,2
@bayutriyonosh1395,2024-02-15T17:04:51Z,Help,0
@frheeday,2024-02-15T17:03:23Z,"rangkuman highlight <br><br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=4261"">1:11:01</a><br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=5166"">1:26:06</a><br><a href=""https://www.youtube.com/watch?v=RRgLZ66NCmE&amp;t=6820"">1:53:40</a>",1
@riannohatomo9457,2024-02-15T17:03:16Z,Flm gk penting untuk rakyat..hnya penting buat golongan sprti org yg ada di glm ini..itulh gerak gerilia mrk ..,0
@blackhorse6963,2024-02-15T17:02:55Z,Semangat untuk pejuang demokrasi negri ini,1
@WahyuIfah,2024-02-15T17:01:49Z,alhamdulillah pak prabowo unggul di setiap DAERAH. 02 pasti menang sekali putaran✌🏻💙.,4
@VRKEXPLORE,2024-02-15T17:01:16Z,Capeknya bikin film....eeeeee diinjak pak JOKOWI satu putaran !!!!<br>RUGI DONG !!!! 😅😂😅😂😅<br>MALU DONG!!!!😅😂😅😂😅,3
@oktiarahma9737,2024-02-15T16:59:55Z,Baru kali ini melek urusan politik beginian 😢 nnton pas anak dn suami tidur pulas jam 01.00. Siapapun yng jadi presiden dn wakilnya semoga benar2 amanah ❤,0
@eriksont7103,2024-02-15T16:58:31Z,Tak ada manfaat cerita kalian semua.... Pintar ngarang  cerpen,4
@edislametsaputra4074,2024-02-15T16:57:21Z,"Kenapa gak ada film surya paloh sama megawati wkwkwk<br>Zainal arifin dr pks 01<br>Feri amsari dr pdi 03<br>Bersatu demi menghancurkan 02,emang boleh seniat itu kalo mau bikin kenapa gak semua 01 02 03 kalo tujuan nya buat masyarakat tahu",1
@andaiakubisamengubahdunia,2024-02-15T16:56:31Z,Semuanya terjadi pada tgl 14 februari 2024.,0
@pujianto9748,2024-02-15T16:55:58Z,"Indonesia saat ini masih belum siap menjadi indonesia yang berintergritas,bermoral,bermatabat, karena para pemimpinnya mencontohkan bahwa sejahat, atau securang apapun selama kamu patuh sama pemimpin kamu tetap akan bebas, jadi jangan heran kedepan di indonesia kalo ada orang yang bermodalkan kata &quot;bercyanda&quot; itu cepet mendapatkan perhatian ketimbang orang yang berprestasi.",2
@OkrisalEkaputra1958,2024-02-15T16:55:12Z,02 menang wleeee sorry ye,1
@edislametsaputra4074,2024-02-15T16:54:37Z,Yang buat ini dari pks 01 dan pdi 03,1
@MuhammadRafael-qw1ll,2024-02-15T16:54:35Z,Makasihhh Orang Baik🙏yang berani speak up🙏kereeen,0
@gifaniputra,2024-02-15T16:53:23Z,Diluar dirty atau tidak. Pak de sangat jenius Dari kelihatannya,0
@fajrinugroho1376,2024-02-15T16:53:08Z,"Kemana saja emang dari dulu politik di negara kita seperri ini dari dulu,suara di beli,suara di tukar dengan sembako..g usah jauh jauh ke tingkat presiden,tingkat pemiluhan kepala desa saja seperri itu...jadi y sulit di pungkiri.",0
@macanraung8938,2024-02-15T16:50:39Z,"Sejatinya mereka yg menjadi Pemimpin d negeri ini, <br>sama sama masuk dlm perangkap setan, <br>sama berada d lingkaran setan siapapun pemimpinnya",0
@badutmpl7047,2024-02-15T16:50:32Z,sedang terjadi 😂😂,0
@rebahanyoutube,2024-02-15T16:49:57Z,Film dokumenter ini sangatlah bagus. Tp ya..itulah namanya politik. Saya sbg warga negara Indonesia tetap mempercayakan suara saya ke 02. Tetaplah kawal bangsa ini dgn cara kalian,2
@userMPIA007,2024-02-15T16:49:46Z,"D tempat kami kepala desa menahan gaji,aparat desa,, karena TDK memilih calon yg d usulkan kades",0
@MotoGoP,2024-02-15T16:48:30Z,Ngeri juga sih... soalnya Presiden 2024..Tp salut buat pemberani yg terlibat dlm film ini,0
@feneshaianggriyani5152,2024-02-15T16:48:30Z,Dari film ini kita belajar betapa liciknya penguasa..,0
@userMPIA007,2024-02-15T16:46:57Z,"D tempat kami oknum kepala desa TDK netral, menyuruh seluruh aparat desa.untk memilih kepala daerah tertentu,kepala desa menahan gaji aparat desax,,",0
@XXIBTCHENZE,2024-02-15T16:46:51Z,what the fuck happen on my country,0
@kingneptune4371,2024-02-15T16:46:15Z,Terimakasih sudah membuat rakyat lebih mantap memilih pak Prabowo🔥🔥🔥,2
@mbiew,2024-02-15T16:46:09Z,"Terlepas dari soal Pemilu, terima kasih bapak dan ibu sudah mengedukasi kami semua dengan berbagai fakta.",0
@MayaLestary-g8m,2024-02-15T16:45:25Z,Sayangnya vidio ini tayang 3 hari sebelum pencoblosan jadi  sudah keburu batu mata hati pendukung 02 jadi dikasih kebenaran pasti buta😢,0
@rinangpustoko-ze3ro,2024-02-15T16:44:34Z,Yg buat film ini krn kepentingan pribadinya gak terpenuhi utk pelampiasanx buat film ini,0
@mardameanda8992,2024-02-15T16:44:05Z,Gk ngaruh kami tetap pilih prabowo dan anda akan segera disidang,1
@Opikkipo27,2024-02-15T16:43:48Z,"semoga kalian semua slalu dalam lindungan alloh swt, MERDEKA..!!!",0
@fadilmuhamada1849,2024-02-15T16:43:41Z,Oh,0
@Safinatulhudaofficial,2024-02-15T16:43:28Z,Sebelum pemilihan akun ini susah dicari,0
@Lfasmusicsurabaya,2024-02-15T16:42:54Z,Tujuan film buat penjabat2...<br><br>Dengarkan tu filmya..<br><br>Percuma di tayangan ke rakyat..<br>Suara rakyat gak akan ada efeknya di pemerintahan...,0
@inoszentation4862,2024-02-15T16:41:07Z,Ora payu...jagoanmu malah nyungsep. Kualat.,0
@zulfikarkamal96,2024-02-15T16:41:02Z,"Gokil Shadow banned nya, abis 02 menang quick count baru keluar lagi ini video",0
@SugengPranoto-e7h,2024-02-15T16:40:57Z,Film propokarif nampaknya di bayar AS agar Freeport tidak bisa di kuasai RI...,1
@muhammadfadlan6389,2024-02-15T16:40:51Z,Inti nya pemilu cuma formalitas saja😂,0
@ShiroHime11,2024-02-15T16:39:51Z,"Dari dulu bisanya cuma fitnah dan adu domba, kelakuan kelakuan",0
@fadilacong560,2024-02-15T16:39:33Z,Saya rasa film ini berat sebelah ke 02 ..,0
@RizalAdhiSeptian,2024-02-15T16:39:30Z,Apa kabar admin ? Udah ngopi kah,0
@yogidandy,2024-02-15T16:38:44Z,"KALAU ADA YG DI CULIK, AKAN AKU BALAS CULIK KELUARGA MEREKA.",0
@dickyagneza6870,2024-02-15T16:36:56Z,Film ini film apa,0
@muhamadanwar7671,2024-02-15T16:36:38Z,Jujur buat rakyat kecil yang tidak paham politik yg mendalam jadi salah pilih tapi kasian 😢,1
@vidiaprilian7426,2024-02-15T16:35:01Z,"terimakasih, karna film ini saya dan banyak orang yang tadinya tidak tahu menjadi tahu dan sadar betapa kejamnya politik di negri ini, sehat-sehat terus para kru film, salam hormat",1
@rinangpustoko-ze3ro,2024-02-15T16:34:43Z,Kalau stres gak petlu bawa2 yg lain,0
@darthdarthjinx,2024-02-15T16:34:30Z,Indonesia&#39; brotherhood of Assassins VS Indnesia&#39;s Templar Order/ Order of the Ancient,0
@debujalanan9451,2024-02-15T16:32:47Z,Next bahas sisi negatif dari paslon 01 dong,3
@plataa2524,2024-02-15T16:32:37Z,Film ini bisa diterima oleh orang yang akal dan nalarnya belum tertutupi tumpukan bansos,1
@AtaWinata-fm1ig,2024-02-15T16:32:27Z,Mengupas keluarga jokowi ini mah judulnya keknya,1
@SamuelGevin,2024-02-15T16:32:16Z,With the traditional style of clipping without context,0
@rinangpustoko-ze3ro,2024-02-15T16:32:09Z,Yg buat film ini org2 stes aja😂😂,0
@Rezare-ur8uz,2024-02-15T16:31:32Z,"TOLONG DIRTY VOTE VOL 2 SEGARA DI BUAT, UNTUK MEMBERANTAS KASUS KASUS YANG CURANG DAN LICIK SEPERTI CAPRES 2024",1
@vitriaeka6075,2024-02-15T16:30:38Z,"hahaha pendukung anies smua isi komen nya , lagi gembredek ya ? wkwk",1
@johanesbaptista894,2024-02-15T16:30:08Z,Wk,0
@triutomosejati6668,2024-02-15T16:29:58Z,Kog sudah prediksi gerakan 4 jari? Jangan2 ini salah satu strategi 😮,2
@Dct-g4w,2024-02-15T16:29:31Z,menurut ku pemilu 2024 adlh pemilu terburuh sepanjang masa,0
@muhammadalfarizqi8631,2024-02-15T16:28:54Z,NYATA YAAA😢,0
@DamarYsgw,2024-02-15T16:28:51Z,"Buat yang akan menonton siap siap setiap menit ke menit mengelus dada, bagaimana tidak kecurangannya dibongkar sedetail detailnya, dengan menonton film ini turut serta mencerdaskan kehidupan Bangsa, terima kasih untuk para pembuat film ini, semoga selalu diberikan kesehatan dan selalu meng edukasi masyarakat Indonesia bagi yang mau berfikir",0
@safaatwibowo5623,2024-02-15T16:28:23Z,IRI BILANG BOS kalah mah kalah aja sportif banyak drama bgt 🤣🤣,3
@lingsugi,2024-02-15T16:28:15Z,Kemarin di Metro Tv ada 2 petinggi PKS bilang mereka kaget dgn perolehan suara Ganjar padahal PDIP sudah melakukan banyak hal seperti gerakan dosen2 itu pembuatan docu dirty vote ini. Silakan check sendiri ada d Metro Tv,0
@blackcobra724,2024-02-15T16:27:26Z,"Yg berdoa buat keselamatan mereka, emang mereka terancam oleh siapa? Perasaan banyak yg mengkritik, dan menghina tpi mereka baik&quot; Saja sampe sekarang.",0
@Epap-b8d,2024-02-15T16:27:08Z,"Hasil Pemilunya Sebagai bukti valid hasil riset Ranking taraf intelektualitas Orang Indonesia yg dibawah rata rata dunia  dan index korupsi tertinggi di dunia, bukti nyata yang menunjukan kalau mayoritas masyarakat Indonesia memang layak masuk dua rangking itu kak, gass 😊",0
@ariefbagussaputra_ts3069,2024-02-15T16:26:31Z,NONTON FILM DIRTY DULU MUMPUNG SUDAH NYOBLOS 02,0
@MasManunggal,2024-02-15T16:25:39Z,View gede,0
@serabutanofficial4364,2024-02-15T16:25:36Z,Ilang .trus udh pencoblosan muncul lagi ni film.,0
@immanupestv23,2024-02-15T16:24:17Z,Culik aja orang bertiga ... Nyari2 kesalahan orang. Dikira manusia kek malaikat kali putih bersih tanpa noda. Tapi sorry yee 02 ttp pmnangnya.,0
@meherawati_,2024-02-15T16:23:57Z,Alhamdulillah akhirnya muncul lagi di Youtube. kmren belum sempat nonton karena udh kena shadown banned😢,0
@HappyFamily-z4o,2024-02-15T16:23:14Z,😂😂😂😂 suara rakyat ya suara rakyat.. Jadi film ini gk ngaruh buat suara pilpres,0
@ihsan2110,2024-02-15T16:22:25Z,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
@pengkiahrs4189,2024-02-15T16:21:35Z,Sampah,0
@baguspantau,2024-02-15T16:21:28Z,"hayalan dan imajinasi dari 3 orang ini tidak mewakili pemikiran masyarakat indonesia, tapi hanya memenuhi fantasi para pembenci.",0
@ndonk,2024-02-15T16:21:24Z,FILM OPO IKI GAK JELAS?,0
